GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
ENSG00000168385	25.21310670778589	-0.17510260487856671	0.042538687912907686	-4.11631419467065	3.8497941430251864e-5	0.002569737590469312	TRUE
ENSG00000175857	18.840288067881353	0.30062532594236857	0.07516094206471614	3.9997546289869526	6.340819202230223e-5	0.004063196944789127	TRUE
ENSG00000174125	48.86555410064238	0.1830977310446482	0.0461315272932144	3.9690368341995144	7.216372743398255e-5	0.004446395821124617	TRUE
ENSG00000164308	17.49820007050398	-0.34107128419056026	0.08616180216541591	-3.958497566424641	7.542270942088765e-5	0.004475080758972667	TRUE
ENSG00000153922	29.56496503099469	0.1536826288053168	0.03909382430313707	3.931122921452957	8.455002676046894e-5	0.004837469388223973	TRUE
ENSG00000123700	14.322580051930059	0.23661305336072821	0.06153760624389054	3.84501555720197	1.2054479051278291e-4	0.006659060496602697	TRUE
ENSG00000026025	45.31615101326448	-0.13936902233344028	0.03634733080283718	-3.8343674557406975	1.258878318459397e-4	0.006722410220573179	TRUE
ENSG00000142864	25.93421222640446	-0.16380634383749795	0.04311170789304822	-3.79957908983494	1.4494205135221334e-4	0.007256161445820181	TRUE
ENSG00000198938	27.272669841829423	-0.22863390070200817	0.06013526657110277	-3.8019936343289658	1.4353641606612273e-4	0.007256161445820181	TRUE
ENSG00000179144	15.176745214189424	-0.20492974251693596	0.05423145724302096	-3.7787983752420438	1.5758695184234746e-4	0.007650130207619414	TRUE
ENSG00000105205	18.980471732265634	0.6023630688670131	0.16018924145035077	3.760321625929605	1.6969503992193905e-4	0.007995630998674893	TRUE
ENSG00000005020	13.072063300527866	0.21768453519041586	0.058078532898900914	3.7481066467251507	1.7817449714339862e-4	0.008155301269249274	TRUE
ENSG00000132341	15.60583507244338	-0.2365261818937817	0.06352475923410691	-3.72336998589975	1.965811140768012e-4	0.008747859576417653	TRUE
ENSG00000100368	16.961448432186035	0.26823852110451935	0.07259297198020032	3.6951031730410655	2.1979751705448512e-4	0.009516638441115815	TRUE
ENSG00000163221	14.028238645823496	-0.25919236261237677	0.07032507790998416	-3.6856320720204825	2.2813573617777038e-4	0.009617722351494424	TRUE
ENSG00000090382	166.5914379857784	-0.0579082347014791	0.015797759334789042	-3.66559797970567	2.4676131154517997e-4	0.009645573018862008	TRUE
ENSG00000136167	126.85640136092528	-0.06781258771325059	0.018515981234388683	-3.662381531652566	2.4988132239390175e-4	0.009645573018862008	TRUE
ENSG00000138757	19.48550330525699	-0.17186459808064344	0.04695530634931685	-3.6601741409604047	2.5204389791706153e-4	0.009645573018862008	TRUE
ENSG00000270629	15.815202013746381	0.25490857181236726	0.06965999263358974	3.659325276607214	2.5288019150574554e-4	0.009645573018862008	TRUE
ENSG00000150093	63.93264635190923	-0.16210684757893676	0.04442019267907386	-3.6493954168574447	2.6285822737851373e-4	0.009792997215357651	TRUE
ENSG00000006459	27.81888640720617	-0.14114789062770508	0.03921966690687142	-3.5989059000135337	3.195587842280121e-4	0.011366604790071335	TRUE
ENSG00000082146	43.611530769810535	0.4421978454522972	0.12305809487473959	3.593407210654519	3.2638191032664256e-4	0.011366604790071335	TRUE
ENSG00000123066	31.375163575178675	0.15776477230781724	0.0438232578800777	3.60002382158671	3.181880286153074e-4	0.011366604790071335	TRUE
ENSG00000110955	25.036092029791426	-0.158065777762439	0.044101576774822966	-3.58412985026596	3.382038111159467e-4	0.011527712881015884	TRUE
ENSG00000081189	15.769392337526677	0.27707223046611634	0.07748981612718304	3.5755954048382463	3.494317132918817e-4	0.011662283431116551	TRUE
ENSG00000110852	26.5644653860276	0.23740532663772204	0.06684808134711302	3.5514157153588206	3.831646918719999e-4	0.012494343496896073	TRUE
ENSG00000198189	32.59103296606464	0.1493086673110755	0.04209688857008628	3.546786291877473	3.899607832988787e-4	0.012494343496896073	TRUE
